Date,Values
25-Mar-17,474.42
25-Mar-17,561.42
25-Mar-17,573.72
25-Mar-17,542.1
25-Mar-17,590.7
25-Mar-17,562.14
25-Mar-17,573.84
25-Mar-17,587.52
25-Mar-17,590.4
25-Mar-17,593.58
25-Mar-17,603.24
25-Mar-17,615.48
25-Mar-17,598.26
25-Mar-17,606.6
25-Mar-17,605.04
25-Mar-17,594.36
25-Mar-17,620.28
25-Mar-17,618.6
25-Mar-17,594.9
25-Mar-17,592.98
25-Mar-17,561.9
25-Mar-17,544.98
25-Mar-17,601.44
25-Mar-17,594.54
25-Mar-17,588.84
25-Mar-17,583.32
25-Mar-17,571.56
25-Mar-17,563.58
25-Mar-17,562.32
25-Mar-17,600.18
25-Mar-17,587.58
25-Mar-17,542.22
26-Mar-17,553.62
26-Mar-17,549.24
26-Mar-17,577.08
26-Mar-17,581.22
26-Mar-17,560.22
26-Mar-17,556.62
26-Mar-17,570.3
26-Mar-17,559.56
26-Mar-17,556.86
26-Mar-17,571.98
26-Mar-17,544.92
26-Mar-17,536.46
26-Mar-17,508.92
26-Mar-17,513.36
26-Mar-17,553.74
26-Mar-17,568.98
26-Mar-17,554.1
26-Mar-17,555.48
26-Mar-17,555.48
26-Mar-17,552.24
26-Mar-17,532.02
26-Mar-17,577.56
26-Mar-17,579.3
26-Mar-17,577.74
26-Mar-17,562.02
26-Mar-17,547.02
26-Mar-17,584.58
26-Mar-17,617.22
26-Mar-17,588.78
26-Mar-17,576.24
26-Mar-17,607.2
26-Mar-17,594.3
26-Mar-17,566.7
26-Mar-17,639.36
26-Mar-17,617.58
26-Mar-17,597.3
26-Mar-17,599.82
26-Mar-17,538.38
26-Mar-17,572.1
26-Mar-17,597.24
26-Mar-17,575.34
26-Mar-17,521.64
26-Mar-17,539.94
26-Mar-17,562.38
26-Mar-17,549.06
26-Mar-17,577.98
26-Mar-17,584.88
26-Mar-17,582.12
27-Mar-17,576.36
27-Mar-17,534.36
27-Mar-17,548.88
27-Mar-17,570.24
27-Mar-17,596.04
27-Mar-17,576.54
27-Mar-17,592.2
27-Mar-17,600.24
27-Mar-17,601.92
27-Mar-17,637.92
27-Mar-17,664.32
27-Mar-17,682.02
27-Mar-17,697.02
27-Mar-17,691.92
27-Mar-17,672.42
27-Mar-17,690.9
27-Mar-17,720
27-Mar-17,724.44
27-Mar-17,735.66
27-Mar-17,728.04
27-Mar-17,723.78
27-Mar-17,705.06
27-Mar-17,751.62
27-Mar-17,751.02
27-Mar-17,764.4
27-Mar-17,698.1
27-Mar-17,695.82
27-Mar-17,713.7
27-Mar-17,714.18
27-Mar-17,669.66
27-Mar-17,700.2
27-Mar-17,678.54
27-Mar-17,660.3
27-Mar-17,648.9
27-Mar-17,690.72
27-Mar-17,669.3
27-Mar-17,672.78
27-Mar-17,670.56
27-Mar-17,645.18
27-Mar-17,636.36
27-Mar-17,638.4
27-Mar-17,611.94
27-Mar-17,581.76
27-Mar-17,600.84
27-Mar-17,587.82
27-Mar-17,585.06
27-Mar-17,610.98
27-Mar-17,611.1
28-Mar-17,597.42
28-Mar-17,593.88
28-Mar-17,581.88
28-Mar-17,605.4
28-Mar-17,604.92
28-Mar-17,582.84
28-Mar-17,602.46
28-Mar-17,617.46
28-Mar-17,606.06
28-Mar-17,523.56
28-Mar-17,598.86
28-Mar-17,615.42
28-Mar-17,621.42
28-Mar-17,618.18
28-Mar-17,581.88
28-Mar-17,639.36
28-Mar-17,668.1
28-Mar-17,669.6
28-Mar-17,681
28-Mar-17,680.1
28-Mar-17,687.06
28-Mar-17,617.46
28-Mar-17,698.76
28-Mar-17,689.16
28-Mar-17,658.14
28-Mar-17,659.1
28-Mar-17,661.14
28-Mar-17,621.84
28-Mar-17,701.34
28-Mar-17,706.56
28-Mar-17,699.84
28-Mar-17,633.78
28-Mar-17,664.44
28-Mar-17,659.76
28-Mar-17,708.18
28-Mar-17,686.4
28-Mar-17,660.42
28-Mar-17,625.98
28-Mar-17,648.6
28-Mar-17,647.52
28-Mar-17,625.14
28-Mar-17,603.9
28-Mar-17,592.38
28-Mar-17,554.94
28-Mar-17,585.18
28-Mar-17,581.1
28-Mar-17,599.76
28-Mar-17,614.82
29-Mar-17,606
29-Mar-17,625.14
29-Mar-17,634.44
29-Mar-17,587.22
29-Mar-17,615.24
29-Mar-17,588.48
29-Mar-17,590.76
29-Mar-17,597.36
29-Mar-17,616.56
29-Mar-17,602.94
29-Mar-17,569.7
29-Mar-17,616.62
29-Mar-17,617.46
29-Mar-17,626.34
29-Mar-17,621.12
29-Mar-17,639.06
29-Mar-17,690
29-Mar-17,666.54
29-Mar-17,659.94
29-Mar-17,666.6
29-Mar-17,651.06
29-Mar-17,641.82
29-Mar-17,659.94
29-Mar-17,705.78
29-Mar-17,703.38
29-Mar-17,683.94
29-Mar-17,703.98
29-Mar-17,677.52
29-Mar-17,670.98
29-Mar-17,688.32
29-Mar-17,725.64
29-Mar-17,734.7
29-Mar-17,745.62
29-Mar-17,713.34
29-Mar-17,690.84
29-Mar-17,724.86
29-Mar-17,701.76
29-Mar-17,697.02
29-Mar-17,654.78
29-Mar-17,627.66
29-Mar-17,618.18
29-Mar-17,614.16
29-Mar-17,577.5
29-Mar-17,624.48
29-Mar-17,620.64
29-Mar-17,603.84
29-Mar-17,589.8
29-Mar-17,629.22
30-Mar-17,573.36
30-Mar-17,573.12
30-Mar-17,548.16
30-Mar-17,548.46
30-Mar-17,581.58
30-Mar-17,565.02
30-Mar-17,568.62
30-Mar-17,590.28
30-Mar-17,595.56
30-Mar-17,588.24
30-Mar-17,578.34
30-Mar-17,627
30-Mar-17,654.9
30-Mar-17,641.88
30-Mar-17,635.1
30-Mar-17,559.08
30-Mar-17,575.28
30-Mar-17,617.46
30-Mar-17,647.34
30-Mar-17,667.38
30-Mar-17,667.44
30-Mar-17,650.76
30-Mar-17,623.28
30-Mar-17,693.9
30-Mar-17,682.92
30-Mar-17,665.22
30-Mar-17,656.64
30-Mar-17,649.8
30-Mar-17,659.4
30-Mar-17,669.24
30-Mar-17,628.2
30-Mar-17,595.8
30-Mar-17,627.96
30-Mar-17,637.32
30-Mar-17,600.18
30-Mar-17,634.2
30-Mar-17,663.42
30-Mar-17,625.14
30-Mar-17,619.74
30-Mar-17,588.12
30-Mar-17,564.06
30-Mar-17,550.14
30-Mar-17,563.76
30-Mar-17,581.64
30-Mar-17,566.34
30-Mar-17,565.14
30-Mar-17,523.2
30-Mar-17,533.76
31-Mar-17,562.8
31-Mar-17,543.84
31-Mar-17,551.34
31-Mar-17,559.62
31-Mar-17,556.38
31-Mar-17,578.16
31-Mar-17,559.5
31-Mar-17,578.22
31-Mar-17,570
31-Mar-17,552.66
31-Mar-17,566.64
31-Mar-17,567.84
31-Mar-17,602.34
31-Mar-17,579.18
31-Mar-17,570.54
31-Mar-17,570.6
31-Mar-17,567.9
31-Mar-17,618.06
31-Mar-17,619.32
31-Mar-17,618.72
31-Mar-17,616.86
31-Mar-17,619.56
31-Mar-17,621.9
31-Mar-17,654.48
31-Mar-17,720.06
31-Mar-17,711.24
31-Mar-17,682.56
31-Mar-17,705.12
31-Mar-17,665.94
31-Mar-17,717.9
31-Mar-17,727.74
31-Mar-17,694.2
31-Mar-17,687.36
31-Mar-17,667.02
31-Mar-17,656.94
31-Mar-17,640.38
31-Mar-17,644.7
31-Mar-17,621.96
31-Mar-17,666.36
31-Mar-17,660.3
31-Mar-17,624.18
31-Mar-17,625.02
31-Mar-17,601.62
31-Mar-17,604.38
31-Mar-17,606.36
31-Mar-17,582.72
31-Mar-17,585
31-Mar-17,550.5
01-Apr-17,602.52
01-Apr-17,592.38
01-Apr-17,576.72
01-Apr-17,595.74
01-Apr-17,511.98
01-Apr-17,592.02
01-Apr-17,574.92
01-Apr-17,497.7
01-Apr-17,463.5
01-Apr-17,352.8
01-Apr-17,263.1
01-Apr-17,248.46
01-Apr-17,294.18
01-Apr-17,280.74
01-Apr-17,328.98
01-Apr-17,297.48
01-Apr-17,297.24
01-Apr-17,368.34
01-Apr-17,319.56
01-Apr-17,244.32
01-Apr-17,240.9
01-Apr-17,269.34
01-Apr-17,274.56
01-Apr-17,280.86
01-Apr-17,303.96
01-Apr-17,292.32
01-Apr-17,272.76
01-Apr-17,281.82
01-Apr-17,277.38
01-Apr-17,326.22
01-Apr-17,303
01-Apr-17,292.74
01-Apr-17,278.1
01-Apr-17,276.9
01-Apr-17,250.92
01-Apr-17,267.96
01-Apr-17,255.66
01-Apr-17,258.3
01-Apr-17,254.46
01-Apr-17,250.92
01-Apr-17,227.4
01-Apr-17,266.46
01-Apr-17,247.5
01-Apr-17,231.3
01-Apr-17,227.58
01-Apr-17,227.34
01-Apr-17,220.02
01-Apr-17,238.92
02-Apr-17,233.76
02-Apr-17,251.22
02-Apr-17,232.08
02-Apr-17,220.14
02-Apr-17,225
02-Apr-17,237.3
02-Apr-17,240
02-Apr-17,227.46
02-Apr-17,228
02-Apr-17,226.56
02-Apr-17,225.6
02-Apr-17,230.76
02-Apr-17,218.88
02-Apr-17,251.94
02-Apr-17,227.7
02-Apr-17,226.74
02-Apr-17,229.2
02-Apr-17,239.64
02-Apr-17,273.18
02-Apr-17,299.7
02-Apr-17,305.04
02-Apr-17,299.64
02-Apr-17,295.68
02-Apr-17,320.58
02-Apr-17,287.82
02-Apr-17,356.28
02-Apr-17,299.82
02-Apr-17,295.2
02-Apr-17,306
02-Apr-17,314.52
02-Apr-17,320.76
02-Apr-17,302.94
02-Apr-17,294.18
02-Apr-17,291.3
02-Apr-17,281.46
02-Apr-17,311.4
02-Apr-17,277.32
02-Apr-17,342.06
02-Apr-17,286.02
02-Apr-17,290.1
02-Apr-17,295.56
02-Apr-17,306.18
02-Apr-17,319.26
02-Apr-17,311.82
02-Apr-17,335.34
02-Apr-17,312.42
02-Apr-17,312
02-Apr-17,330.18
03-Apr-17,336.9
03-Apr-17,361.8
03-Apr-17,320.88
03-Apr-17,325.2
03-Apr-17,367.62
03-Apr-17,362.46
03-Apr-17,394.5
03-Apr-17,400.92
03-Apr-17,449.16
03-Apr-17,482.64
03-Apr-17,513.78
03-Apr-17,527.76
03-Apr-17,541.08
03-Apr-17,554.16
03-Apr-17,527.34
03-Apr-17,522.6
03-Apr-17,568.2
03-Apr-17,551.16
03-Apr-17,602.1
03-Apr-17,572.7
03-Apr-17,607.5
03-Apr-17,603.84
03-Apr-17,605.46
03-Apr-17,612.54
03-Apr-17,605.4
03-Apr-17,619.56
03-Apr-17,646.26
03-Apr-17,623.4
03-Apr-17,613.86
03-Apr-17,639.6
03-Apr-17,674.28
03-Apr-17,684.12
03-Apr-17,684.72
03-Apr-17,697.32
03-Apr-17,670.38
03-Apr-17,673.74
03-Apr-17,631.8
03-Apr-17,622.02
03-Apr-17,668.28
03-Apr-17,642.6
03-Apr-17,591.54
03-Apr-17,574.26
03-Apr-17,591.42
03-Apr-17,571.92
03-Apr-17,553.44
03-Apr-17,533.46
03-Apr-17,531.42
03-Apr-17,555.9
04-Apr-17,548.46
04-Apr-17,548.88
04-Apr-17,588.12
04-Apr-17,548.1
04-Apr-17,544.44
04-Apr-17,557.88
04-Apr-17,583.02
04-Apr-17,567.06
04-Apr-17,570
04-Apr-17,544.92
04-Apr-17,573.84
04-Apr-17,565.8
04-Apr-17,590.88
04-Apr-17,544.14
04-Apr-17,610.92
04-Apr-17,576
04-Apr-17,573.18
04-Apr-17,572.22
04-Apr-17,609.9
04-Apr-17,643.8
04-Apr-17,683.52
04-Apr-17,669.48
04-Apr-17,656.7
04-Apr-17,669
04-Apr-17,699.72
04-Apr-17,667.8
04-Apr-17,714.66
04-Apr-17,669.9
04-Apr-17,679.44
04-Apr-17,685.5
04-Apr-17,698.58
04-Apr-17,726.18
04-Apr-17,696.6
04-Apr-17,683.1
04-Apr-17,678.84
04-Apr-17,696.18
04-Apr-17,684.06
04-Apr-17,646.08
04-Apr-17,655.08
04-Apr-17,644.22
04-Apr-17,653.88
04-Apr-17,633.36
04-Apr-17,570.42
04-Apr-17,613.62
04-Apr-17,595.68
04-Apr-17,565.26
04-Apr-17,533.34
04-Apr-17,576.9
05-Apr-17,580.8
05-Apr-17,576
05-Apr-17,585.3
05-Apr-17,583.14
05-Apr-17,541.62
05-Apr-17,561.96
05-Apr-17,556.92
05-Apr-17,603.36
05-Apr-17,585.84
05-Apr-17,588.72
05-Apr-17,597.96
05-Apr-17,567.18
05-Apr-17,572.52
05-Apr-17,630.6
05-Apr-17,644.64
05-Apr-17,669.9
05-Apr-17,645.54
05-Apr-17,651.6
05-Apr-17,649.62
05-Apr-17,732.48
05-Apr-17,699.06
05-Apr-17,700.2
05-Apr-17,696.84
05-Apr-17,669.78
05-Apr-17,682.2
05-Apr-17,647.4
05-Apr-17,639.3
05-Apr-17,650.82
05-Apr-17,648.42
05-Apr-17,716.28
05-Apr-17,693.06
05-Apr-17,755.94
05-Apr-17,732.3
05-Apr-17,744
05-Apr-17,742.02
05-Apr-17,719.34
05-Apr-17,685.74
05-Apr-17,680.94
05-Apr-17,662.34
05-Apr-17,703.44
05-Apr-17,655.56
05-Apr-17,622.86
05-Apr-17,604.14
05-Apr-17,621.84
05-Apr-17,605.88
05-Apr-17,593.22
05-Apr-17,579.48
05-Apr-17,570.54
06-Apr-17,567.18
06-Apr-17,587.52
06-Apr-17,571.44
06-Apr-17,608.28
06-Apr-17,587.1
06-Apr-17,571.26
06-Apr-17,587.16
06-Apr-17,602.46
06-Apr-17,600.12
06-Apr-17,599.1
06-Apr-17,600.48
06-Apr-17,601.26
06-Apr-17,602.34
06-Apr-17,614.22
06-Apr-17,560.16
06-Apr-17,659.52
06-Apr-17,663.96
06-Apr-17,668.46
06-Apr-17,679.92
06-Apr-17,672.96
06-Apr-17,687.66
06-Apr-17,695.7
06-Apr-17,678.78
06-Apr-17,653.94
06-Apr-17,687.48
06-Apr-17,715.5
06-Apr-17,686.88
06-Apr-17,670.56
06-Apr-17,637.86
06-Apr-17,723.36
06-Apr-17,728.4
06-Apr-17,707.16
06-Apr-17,724.86
06-Apr-17,733.56
06-Apr-17,729
06-Apr-17,718.44
06-Apr-17,681.3
06-Apr-17,687.84
06-Apr-17,651.54
06-Apr-17,668.94
06-Apr-17,701.94
06-Apr-17,661.5
06-Apr-17,624.72
06-Apr-17,603.36
06-Apr-17,625.86
06-Apr-17,620.58
06-Apr-17,591.84
06-Apr-17,589.62
07-Apr-17,596.94
07-Apr-17,604.8
07-Apr-17,601.44
07-Apr-17,597.18
07-Apr-17,616.14
07-Apr-17,602.04
07-Apr-17,593.94
07-Apr-17,591.54
07-Apr-17,623.82
07-Apr-17,586.02
07-Apr-17,592.32
07-Apr-17,642.9
07-Apr-17,615.84
07-Apr-17,626.88
07-Apr-17,604.26
07-Apr-17,602.88
07-Apr-17,668.76
07-Apr-17,675.06
07-Apr-17,693.42
07-Apr-17,684.36
07-Apr-17,690.66
07-Apr-17,644.52
07-Apr-17,640.86
07-Apr-17,693.6
07-Apr-17,650.4
07-Apr-17,704.7
07-Apr-17,673.68
07-Apr-17,612.18
07-Apr-17,699.66
07-Apr-17,679.02
07-Apr-17,678.48
07-Apr-17,645.66
07-Apr-17,676.92
07-Apr-17,672.54
07-Apr-17,627
07-Apr-17,643.56
07-Apr-17,642.6
07-Apr-17,618.42
07-Apr-17,618.54
07-Apr-17,583.74
07-Apr-17,633.84
07-Apr-17,637.32
07-Apr-17,648.54
07-Apr-17,616.08
07-Apr-17,633.18
07-Apr-17,630.9
07-Apr-17,632.28
07-Apr-17,651.72
08-Apr-17,614.7
08-Apr-17,610.5
08-Apr-17,592.38
08-Apr-17,599.82
08-Apr-17,630.12
08-Apr-17,633.42
08-Apr-17,622.86
08-Apr-17,628.68
08-Apr-17,627.18
08-Apr-17,582.66
08-Apr-17,496.14
08-Apr-17,342.06
08-Apr-17,330.66
08-Apr-17,302.22
08-Apr-17,313.68
08-Apr-17,295.2
08-Apr-17,336.66
08-Apr-17,342.48
08-Apr-17,347.34
08-Apr-17,356.76
08-Apr-17,433.26
08-Apr-17,435.6
08-Apr-17,415.08
08-Apr-17,440.94
08-Apr-17,456.3
08-Apr-17,446.94
08-Apr-17,441.78
08-Apr-17,435.72
08-Apr-17,419.64
08-Apr-17,478.56
08-Apr-17,476.04
08-Apr-17,446.4
08-Apr-17,444.3
08-Apr-17,441.78
08-Apr-17,412.26
08-Apr-17,385.98
08-Apr-17,395.22
08-Apr-17,362.46
08-Apr-17,363.78
08-Apr-17,359.22
08-Apr-17,365.46
08-Apr-17,389.64
08-Apr-17,365.28
08-Apr-17,406.74
08-Apr-17,372.54
08-Apr-17,379.86
08-Apr-17,358.98
08-Apr-17,369.12
09-Apr-17,386.46
09-Apr-17,370.74
09-Apr-17,358.44
09-Apr-17,370.44
09-Apr-17,336.72
09-Apr-17,386.04
09-Apr-17,351.24
09-Apr-17,367.32
09-Apr-17,361.86
09-Apr-17,357.96
09-Apr-17,354.18
09-Apr-17,343.5
09-Apr-17,360.84
09-Apr-17,344.7
09-Apr-17,345.84
09-Apr-17,350.46
09-Apr-17,337.08
09-Apr-17,386.52
09-Apr-17,349.86
09-Apr-17,363.78
09-Apr-17,278.88
09-Apr-17,255.06
09-Apr-17,258.24
09-Apr-17,252.12
09-Apr-17,288.54
09-Apr-17,273.12
09-Apr-17,253.74
09-Apr-17,255.96
09-Apr-17,235.98
09-Apr-17,274.44
09-Apr-17,242.46
09-Apr-17,245.58
09-Apr-17,244.5
09-Apr-17,248.28
09-Apr-17,236.7
09-Apr-17,210.18
09-Apr-17,246.36
09-Apr-17,231.84
09-Apr-17,240
09-Apr-17,248.16
09-Apr-17,239.88
09-Apr-17,267.66
09-Apr-17,237.96
09-Apr-17,248.28
09-Apr-17,271.26
09-Apr-17,268.68
09-Apr-17,246.06
09-Apr-17,250.32
10-Apr-17,267.72
10-Apr-17,258.6
10-Apr-17,329.1
10-Apr-17,304.26
10-Apr-17,323.76
10-Apr-17,347.64
10-Apr-17,306.84
10-Apr-17,312.06
10-Apr-17,324.6
10-Apr-17,510.42
10-Apr-17,521.52
10-Apr-17,526.02
10-Apr-17,585.84
10-Apr-17,606.24
10-Apr-17,557.88
10-Apr-17,574.56
10-Apr-17,573.3
10-Apr-17,546.66
10-Apr-17,529.92
10-Apr-17,571.08
10-Apr-17,598.44
10-Apr-17,597
10-Apr-17,593.1
10-Apr-17,544.08
10-Apr-17,521.1
10-Apr-17,570.12
10-Apr-17,573.48
10-Apr-17,574.38
10-Apr-17,562.92
10-Apr-17,605.22
10-Apr-17,611.34
10-Apr-17,610.8
10-Apr-17,588.9
10-Apr-17,588.54
10-Apr-17,606.18
10-Apr-17,583.02
10-Apr-17,561
10-Apr-17,625.98
10-Apr-17,613.26
10-Apr-17,602.16
10-Apr-17,621.54
10-Apr-17,589.62
10-Apr-17,627.9
10-Apr-17,578.94
10-Apr-17,581.88
10-Apr-17,562.74
10-Apr-17,598.5
10-Apr-17,581.64
11-Apr-17,578.46
11-Apr-17,601.92
11-Apr-17,568.26
11-Apr-17,553.68
11-Apr-17,592.5
11-Apr-17,552.06
11-Apr-17,604.2
11-Apr-17,589.08
11-Apr-17,586.08
11-Apr-17,556.74
11-Apr-17,603.06
11-Apr-17,579.78
11-Apr-17,571.2
11-Apr-17,585.48
11-Apr-17,583.2
11-Apr-17,571.44
11-Apr-17,585.6
11-Apr-17,575.52
11-Apr-17,630.36
11-Apr-17,613.44
11-Apr-17,613.32
11-Apr-17,591.66
11-Apr-17,609.6
11-Apr-17,589.8
11-Apr-17,556.14
11-Apr-17,586.98
11-Apr-17,587.76
11-Apr-17,582.78
11-Apr-17,595.68
11-Apr-17,534.24
11-Apr-17,568.98
11-Apr-17,609.36
11-Apr-17,601.2
11-Apr-17,612.3
11-Apr-17,638.22
11-Apr-17,641.82
11-Apr-17,616.02
11-Apr-17,634.98
11-Apr-17,599.82
11-Apr-17,609.12
11-Apr-17,614.88
11-Apr-17,592.62
11-Apr-17,604.44
11-Apr-17,598.56
11-Apr-17,599.16
11-Apr-17,565.8
11-Apr-17,600.24
11-Apr-17,595.8
12-Apr-17,578.4
12-Apr-17,578.34
12-Apr-17,540.48
12-Apr-17,571.26
12-Apr-17,549.9
12-Apr-17,568.14
12-Apr-17,550.98
12-Apr-17,568.98
12-Apr-17,566.82
12-Apr-17,603.66
12-Apr-17,600.54
12-Apr-17,580.86
12-Apr-17,561.42
12-Apr-17,567.12
12-Apr-17,597.36
12-Apr-17,586.5
12-Apr-17,611.58
12-Apr-17,601.08
12-Apr-17,570.12
12-Apr-17,591.36
12-Apr-17,597.9
12-Apr-17,606.54
12-Apr-17,627.3
12-Apr-17,641.16
12-Apr-17,615.66
12-Apr-17,643.26
12-Apr-17,626.46
12-Apr-17,614.64
12-Apr-17,617.34
12-Apr-17,646.02
12-Apr-17,615.06
12-Apr-17,686.1
12-Apr-17,684.66
12-Apr-17,649.02
12-Apr-17,638.34
12-Apr-17,668.1
12-Apr-17,645.48
12-Apr-17,636.3
12-Apr-17,646.08
12-Apr-17,660.24
12-Apr-17,633.18
12-Apr-17,637.44
12-Apr-17,604.98
12-Apr-17,641.16
12-Apr-17,639.42
12-Apr-17,613.98
12-Apr-17,596.64
12-Apr-17,631.92
13-Apr-17,625.02
13-Apr-17,593.64
13-Apr-17,593.88
13-Apr-17,579.3
13-Apr-17,587.52
13-Apr-17,590.1
13-Apr-17,576.6
13-Apr-17,625.68
13-Apr-17,646.02
13-Apr-17,640.5
13-Apr-17,602.28
13-Apr-17,605.28
13-Apr-17,558.6
13-Apr-17,516.06
13-Apr-17,552.9
13-Apr-17,577.98
13-Apr-17,593.4
13-Apr-17,580.62
13-Apr-17,564.54
13-Apr-17,612.54
13-Apr-17,631.74
13-Apr-17,584.94
13-Apr-17,583.92
13-Apr-17,615.3
13-Apr-17,538.38
13-Apr-17,558.36
13-Apr-17,591.66
13-Apr-17,630.36
13-Apr-17,649.02
13-Apr-17,632.1
13-Apr-17,609.66
13-Apr-17,652.02
13-Apr-17,704.22
13-Apr-17,667.14
13-Apr-17,657.6
13-Apr-17,682.62
13-Apr-17,638.58
13-Apr-17,604.8
13-Apr-17,632.28
13-Apr-17,647.16
13-Apr-17,635.46
13-Apr-17,624.06
13-Apr-17,567.18
13-Apr-17,578.7
13-Apr-17,632.34
13-Apr-17,606.3
13-Apr-17,588.54
13-Apr-17,602.1
14-Apr-17,564.36
14-Apr-17,559.86
14-Apr-17,586.86
14-Apr-17,586.5
14-Apr-17,568.74
14-Apr-17,559.56
14-Apr-17,541.62
14-Apr-17,525.36
14-Apr-17,588.72
14-Apr-17,538.5
14-Apr-17,392.58
14-Apr-17,277.56
14-Apr-17,235.2
14-Apr-17,198
14-Apr-17,203.58
14-Apr-17,211.74
14-Apr-17,205.26
14-Apr-17,199.56
14-Apr-17,208.62
14-Apr-17,193.08
14-Apr-17,233.04
14-Apr-17,248.4
14-Apr-17,293.64
14-Apr-17,306.72
14-Apr-17,273.18
14-Apr-17,264.54
14-Apr-17,274.62
14-Apr-17,283.86
14-Apr-17,276.36
14-Apr-17,268.44
14-Apr-17,279.54
14-Apr-17,263.16
14-Apr-17,290.7
14-Apr-17,275.34
14-Apr-17,275.58
14-Apr-17,292.56
14-Apr-17,266.1
14-Apr-17,259.5
14-Apr-17,264.36
14-Apr-17,279.24
14-Apr-17,268.5
14-Apr-17,262.14
14-Apr-17,274.8
14-Apr-17,258.06
14-Apr-17,296.46
14-Apr-17,272.58
14-Apr-17,263.16
14-Apr-17,287.1
15-Apr-17,260.76
15-Apr-17,254.1
15-Apr-17,249.42
15-Apr-17,276.06
15-Apr-17,256.62
15-Apr-17,264
15-Apr-17,259.62
15-Apr-17,255.84
15-Apr-17,276.36
15-Apr-17,266.64
15-Apr-17,273.36
15-Apr-17,268.44
15-Apr-17,275.58
15-Apr-17,298.44
15-Apr-17,278.94
15-Apr-17,326.58
15-Apr-17,280.92
15-Apr-17,306.66
15-Apr-17,306.96
15-Apr-17,316.8
15-Apr-17,308.46
15-Apr-17,301.86
15-Apr-17,234.78
15-Apr-17,238.92
15-Apr-17,236.46
15-Apr-17,230.22
15-Apr-17,213.9
15-Apr-17,259.2
15-Apr-17,237.54
15-Apr-17,229.86
15-Apr-17,232.44
15-Apr-17,239.94
15-Apr-17,219.66
15-Apr-17,249.18
15-Apr-17,230.1
15-Apr-17,242.58
15-Apr-17,239.34
15-Apr-17,208.68
15-Apr-17,199.86
15-Apr-17,229.5
15-Apr-17,208.56
15-Apr-17,197.64
15-Apr-17,205.92
15-Apr-17,215.22
15-Apr-17,183.66
15-Apr-17,203.28
15-Apr-17,185.94
15-Apr-17,185.7
16-Apr-17,191.76
16-Apr-17,178.5
16-Apr-17,165.42
16-Apr-17,199.62
16-Apr-17,176.64
16-Apr-17,174.36
16-Apr-17,173.4
16-Apr-17,182.46
16-Apr-17,179.1
16-Apr-17,198.72
16-Apr-17,175.5
16-Apr-17,169.38
16-Apr-17,209.28
16-Apr-17,177.72
16-Apr-17,165.42
16-Apr-17,191.28
16-Apr-17,182.88
16-Apr-17,178.98
16-Apr-17,181.26
16-Apr-17,192.18
16-Apr-17,185.52
16-Apr-17,229.74
16-Apr-17,262.44
16-Apr-17,261
16-Apr-17,289.8
16-Apr-17,259.38
16-Apr-17,249.12
16-Apr-17,266.7
16-Apr-17,264
16-Apr-17,265.86
16-Apr-17,256.2
16-Apr-17,261.54
16-Apr-17,253.44
16-Apr-17,278.7
16-Apr-17,270.9
16-Apr-17,253.86
16-Apr-17,277.5
16-Apr-17,254.76
16-Apr-17,245.04
16-Apr-17,247.14
16-Apr-17,268.14
16-Apr-17,250.14
16-Apr-17,242.46
16-Apr-17,252.6
16-Apr-17,259.98
16-Apr-17,265.56
16-Apr-17,272.1
16-Apr-17,255.66
17-Apr-17,264.54
17-Apr-17,242.76
17-Apr-17,238.08
17-Apr-17,237.84
17-Apr-17,256.8
17-Apr-17,241.32
17-Apr-17,245.16
17-Apr-17,250.14
17-Apr-17,248.76
17-Apr-17,248.7
17-Apr-17,271.2
17-Apr-17,247.92
17-Apr-17,262.02
17-Apr-17,245.22
17-Apr-17,239.58
17-Apr-17,237.18
17-Apr-17,260.52
17-Apr-17,245.4
17-Apr-17,242.88
17-Apr-17,253.86
17-Apr-17,263.64
17-Apr-17,251.94
17-Apr-17,221.22
17-Apr-17,191.94
17-Apr-17,207.84
17-Apr-17,191.76
17-Apr-17,185.82
17-Apr-17,164.34
17-Apr-17,207.42
17-Apr-17,182.64
17-Apr-17,185.7
17-Apr-17,185.1
17-Apr-17,185.76
17-Apr-17,187.86
17-Apr-17,212.1
17-Apr-17,184.98
17-Apr-17,190.98
17-Apr-17,198.84
17-Apr-17,176.28
17-Apr-17,163.26
17-Apr-17,206.58
17-Apr-17,183.06
17-Apr-17,179.94
17-Apr-17,172.14
17-Apr-17,193.74
17-Apr-17,184.86
17-Apr-17,204.24
17-Apr-17,206.64
18-Apr-17,207
18-Apr-17,208.8
18-Apr-17,197.1
18-Apr-17,188.46
18-Apr-17,279.48
18-Apr-17,232.86
18-Apr-17,206.4
18-Apr-17,289.32
18-Apr-17,283.5
18-Apr-17,291.3
18-Apr-17,446.22
18-Apr-17,438.36
18-Apr-17,498.84
18-Apr-17,534.96
18-Apr-17,545.7
18-Apr-17,554.58
18-Apr-17,571.56
18-Apr-17,581.52
18-Apr-17,580.8
18-Apr-17,572.22
18-Apr-17,588.48
18-Apr-17,585.36
18-Apr-17,611.28
18-Apr-17,617.58
18-Apr-17,609.9
18-Apr-17,612.9
18-Apr-17,628.8
18-Apr-17,606.48
18-Apr-17,616.38
18-Apr-17,635.94
18-Apr-17,628.44
18-Apr-17,646.02
18-Apr-17,666.18
18-Apr-17,672.9
